report_date,supervisor,activity_code,wbs_code,wbs_name,qty_executed,unit,manpower_cost,equipment_cost,manpower_lines,equipment_lines,remarks
2026-01-31,vpgupta,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,illayaraja,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,ismaila,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,560.000,cu.m.,500.00,14000.00,1,3,
2026-01-31,kbarman,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,saiffuddin,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,1000.00,9000.00,1,2,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,vijaykumar,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,akmishra,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,illayaraja,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,200.000,Sqm,500.00,5000.00,1,1,
2026-01-31,kbarman,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,parvaiz,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,vijaykumar,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,illayaraja,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,5500.00,0,3,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,ismaila,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,kbarman,2.4.6(i),2.4,Pile Cap,100.000,cu.m.,1500.00,13500.00,1,2,
2026-01-31,parvaiz,2.4.6(i),2.4,Pile Cap,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,sanjar,2.4.6(i),2.4,Pile Cap,0.010,trip,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,akmishra,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,illayaraja,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,ismaila,2.4.6(i)a,2.4,Pile Cap,360.000,cu.m.,500.00,8000.00,1,2,
2026-01-31,sanjar,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,illayaraja,2.6.6(i),2.6,Pier,80.000,Sqm,1500.00,3000.00,1,1,
2026-01-31,ismaila,2.6.6(i),2.6,Pier,336.000,cu.m.,0,7000.00,0,2,
2026-01-31,kbarman,2.6.6(i),2.6,Pier,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,parvaiz,2.6.6(i),2.6,Pier,0.010,m,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,illayaraja,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,kbarman,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,parvaiz,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,saiffuddin,2.7.6 (i),2.7,Abutment,150.000,cu.m.,0,15000.00,0,1,
2026-01-31,illayaraja,2.8.6 (i),2.8,Wing Walls,16.000,cu.m.,4000.00,10000.00,1,3,
2026-01-31,kbarman,2.8.6 (i),2.8,Wing Walls,100.000,lin.m.,500.00,3000.00,1,1,
2026-01-31,illayaraja,3.2.6 (ii),3.2,Concrete RCC,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,ismaila,3.2.6 (ii),3.2,Concrete RCC,216.000,cu.m.,1700.00,9500.00,2,3,
2026-01-31,kbarman,3.2.6 (ii),3.2,Concrete RCC,290.000,cu.m.,1500.00,9000.00,1,2,
2026-01-31,parvaiz,3.2.6 (ii),3.2,Concrete RCC,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,kbarman,3.2.6 (ii)a,3.2,Concrete RCC,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,illayaraja,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,kbarman,5.1.7 (iii),5.1,Bearings,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,manzar,5.1.7 (iii),5.1,Bearings,0.010,kg.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,parvaiz,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,sohail,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,illayaraja,5.1.7 (iii)a,5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,manzar,5.1.7 (iii)a,5.1,Bearings,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,sohail,5.1.7 (iii)a,5.1,Bearings,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,sohail,5.2.6 (ii),5.2,Expansion Joints,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,manzar,5.2.6 (ii)a,5.2,Expansion Joints,0.010,Nos,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,sohail,5.2.6 (ii)a,5.2,Expansion Joints,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,manzar,9.1.6 (iii),9.0,Approach Slab,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,illayaraja,9.1.6(ii),9.0,Approach Slab,300.000,sq.m.,2000.00,13500.00,1,3,
2026-01-31,kbarman,9.1.6(ii),9.0,Approach Slab,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,manzar,9.1.6(ii),9.0,Approach Slab,0.010,Nos,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-31,sohail,9.1.6(ii),9.0,Approach Slab,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,sohail,1,1.0,Preliminaries,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,akmishra,1.1,1.1,Site Establishment,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,ismaila,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,parvaiz,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,saiffuddin,1.1,1.1,Site Establishment,6.000,m,1500.00,10000.00,1,1,
2026-02-01,vijaykumar,1.1,1.1,Site Establishment,350.000,cu.m.,0,0,0,0,
2026-02-01,kbarman,13.1.7(ix)a,13.0,Drainage,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,kbarman,13.1.7(ix)b,13.0,Drainage,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,manzar,13.1.7(ix)b,13.0,Drainage,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,sohail,13.1.7(ix)b,13.0,Drainage,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,manzar,13.1.7(ix)b1,13.0,Drainage,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,manzar,13.1.7(ix)b2,13.0,Drainage,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,kbarman,18.3.6(i),18.3,Bituminous Layers,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,parvaiz,18.3.6(i),18.3,Bituminous Layers,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,ismaila,2.3.6(i),2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,kbarman,2.3.6(i),2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,akmishra,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,illayaraja,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,ismaila,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,kbarman,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,150.000,cu.m.,500.00,5000.00,1,1,
2026-02-01,parvaiz,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,saiffuddin,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,400.000,cu.m.,2000.00,19000.00,2,3,
2026-02-01,vijaykumar,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,1450.000,cu.m.,3200.00,79000.00,2,3,
2026-02-01,vpgupta,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,illayaraja,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,ismaila,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,850.000,cu.m.,0,24000.00,0,3,
2026-02-01,kbarman,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,saiffuddin,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,450.000,cu.m.,0,9000.00,0,2,
2026-02-01,vijaykumar,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,akmishra,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,illayaraja,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,300.000,Sqm,500.00,5000.00,1,1,
2026-02-01,kbarman,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,parvaiz,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,illayaraja,2.4.6(i),2.4,Pile Cap,250.000,cu.m.,5500.00,13000.00,3,2,
2026-02-01,ismaila,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,kbarman,2.4.6(i),2.4,Pile Cap,100.000,cu.m.,1000.00,16000.00,1,3,
2026-02-01,parvaiz,2.4.6(i),2.4,Pile Cap,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,sanjar,2.4.6(i),2.4,Pile Cap,0.010,trip,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,akmishra,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,illayaraja,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,ismaila,2.4.6(i)a,2.4,Pile Cap,325.000,cu.m.,500.00,18000.00,1,3,
2026-02-01,sanjar,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,illayaraja,2.6.6(i),2.6,Pier,100.000,Sqm,1000.00,3000.00,1,1,
2026-02-01,ismaila,2.6.6(i),2.6,Pier,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,kbarman,2.6.6(i),2.6,Pier,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,parvaiz,2.6.6(i),2.6,Pier,0.010,m,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,illayaraja,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,kbarman,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,parvaiz,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,saiffuddin,2.7.6 (i),2.7,Abutment,450.000,cu.m.,0,15000.00,0,1,
2026-02-01,illayaraja,2.8.6 (i),2.8,Wing Walls,20.000,lin.m.,0,0,0,0,
2026-02-01,kbarman,2.8.6 (i),2.8,Wing Walls,200.000,lin.m.,500.00,3000.00,1,1,
2026-02-01,illayaraja,3.2.6 (ii),3.2,Concrete RCC,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,ismaila,3.2.6 (ii),3.2,Concrete RCC,368.000,cu.m.,2200.00,27000.00,2,3,
2026-02-01,kbarman,3.2.6 (ii),3.2,Concrete RCC,540.000,cu.m.,500.00,11000.00,1,3,
2026-02-01,parvaiz,3.2.6 (ii),3.2,Concrete RCC,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,vijaykumar,3.3.6 (ii)a,3.3,Pre-stressed Members,800.000,Sqm,0,33000.00,0,5,
2026-02-01,illayaraja,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,kbarman,5.1.7 (iii),5.1,Bearings,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,manzar,5.1.7 (iii),5.1,Bearings,0.010,kg.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,parvaiz,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,sohail,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,illayaraja,5.1.7 (iii)a,5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,manzar,5.1.7 (iii)a,5.1,Bearings,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,sohail,5.1.7 (iii)a,5.1,Bearings,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,sohail,5.2.6 (ii),5.2,Expansion Joints,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,manzar,5.2.6 (ii)a,5.2,Expansion Joints,0.010,Nos,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,sohail,5.2.6 (ii)a,5.2,Expansion Joints,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,manzar,9.1.6 (iii),9.0,Approach Slab,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,illayaraja,9.1.6(ii),9.0,Approach Slab,300.000,sq.m.,1000.00,26000.00,1,5,
2026-02-01,kbarman,9.1.6(ii),9.0,Approach Slab,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,manzar,9.1.6(ii),9.0,Approach Slab,0.010,Nos,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-01,sohail,9.1.6(ii),9.0,Approach Slab,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,sohail,1,1.0,Preliminaries,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,akmishra,1.1,1.1,Site Establishment,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,ismaila,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,parvaiz,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,saiffuddin,1.1,1.1,Site Establishment,6.000,m,1500.00,10000.00,1,1,
2026-02-02,vijaykumar,1.1,1.1,Site Establishment,600.000,cu.m.,0,0,0,0,
2026-02-02,kbarman,13.1.7(ix)a,13.0,Drainage,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,kbarman,13.1.7(ix)b,13.0,Drainage,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,manzar,13.1.7(ix)b,13.0,Drainage,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,sohail,13.1.7(ix)b,13.0,Drainage,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,manzar,13.1.7(ix)b1,13.0,Drainage,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,manzar,13.1.7(ix)b2,13.0,Drainage,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,kbarman,18.3.6(i),18.3,Bituminous Layers,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,parvaiz,18.3.6(i),18.3,Bituminous Layers,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,ismaila,2.3.6(i),2.3,Bored Cast In-Situ Piling,375.000,cu.m.,1700.00,39000.00,2,3,
2026-02-02,kbarman,2.3.6(i),2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,akmishra,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,illayaraja,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,ismaila,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,kbarman,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,240.000,cu.m.,500.00,5000.00,1,1,
2026-02-02,parvaiz,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,saiffuddin,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,300.000,cu.m.,2000.00,19000.00,2,3,
2026-02-02,vijaykumar,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,950.000,cu.m.,3200.00,86000.00,2,3,
2026-02-02,vpgupta,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,illayaraja,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,ismaila,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,kbarman,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,saiffuddin,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,420.000,cu.m.,1000.00,5000.00,1,1,
2026-02-02,vijaykumar,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,1200.000,cu.m.,0,0,0,0,
2026-02-02,akmishra,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,illayaraja,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,kbarman,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,parvaiz,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,illayaraja,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,6000.00,5000.00,4,1,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,ismaila,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,kbarman,2.4.6(i),2.4,Pile Cap,130.000,cu.m.,1000.00,8500.00,1,2,
2026-02-02,parvaiz,2.4.6(i),2.4,Pile Cap,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,sanjar,2.4.6(i),2.4,Pile Cap,0.010,trip,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,akmishra,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,illayaraja,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,ismaila,2.4.6(i)a,2.4,Pile Cap,600.000,cu.m.,500.00,8000.00,1,2,
2026-02-02,sanjar,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,illayaraja,2.6.6(i),2.6,Pier,80.000,Sqm,1500.00,3000.00,1,1,
2026-02-02,ismaila,2.6.6(i),2.6,Pier,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,kbarman,2.6.6(i),2.6,Pier,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,parvaiz,2.6.6(i),2.6,Pier,0.010,m,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,illayaraja,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,kbarman,2.7.6 (i),2.7,Abutment,105.000,cu.m.,1000.00,8500.00,1,2,
2026-02-02,parvaiz,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,saiffuddin,2.7.6 (i),2.7,Abutment,410.000,cu.m.,0,15000.00,0,1,
2026-02-02,illayaraja,2.8.6 (i),2.8,Wing Walls,20.000,lin.m.,0,0,0,0,
2026-02-02,kbarman,2.8.6 (i),2.8,Wing Walls,300.000,lin.m.,2000.00,6000.00,1,1,
2026-02-02,illayaraja,3.2.6 (ii),3.2,Concrete RCC,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,ismaila,3.2.6 (ii),3.2,Concrete RCC,300.000,cu.m.,500.00,13500.00,1,3,
2026-02-02,kbarman,3.2.6 (ii),3.2,Concrete RCC,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,parvaiz,3.2.6 (ii),3.2,Concrete RCC,140.000,lin.m.,3500.00,17000.00,2,4,
2026-02-02,kbarman,3.2.6 (ii)a,3.2,Concrete RCC,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,vijaykumar,3.3.6 (ii)a,3.3,Pre-stressed Members,800.000,Sqm,0,23000.00,0,3,
2026-02-02,illayaraja,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,kbarman,5.1.7 (iii),5.1,Bearings,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,manzar,5.1.7 (iii),5.1,Bearings,0.010,kg.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,parvaiz,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,sohail,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,illayaraja,5.1.7 (iii)a,5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,manzar,5.1.7 (iii)a,5.1,Bearings,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,sohail,5.1.7 (iii)a,5.1,Bearings,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,sohail,5.2.6 (ii),5.2,Expansion Joints,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,manzar,5.2.6 (ii)a,5.2,Expansion Joints,0.010,Nos,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,sohail,5.2.6 (ii)a,5.2,Expansion Joints,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,manzar,9.1.6 (iii),9.0,Approach Slab,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-02-02,illayaraja,9.1.6(ii),9.0,Approach Slab,300.000,cu.m.,7300.00,35000.00,2,5,
