report_date,supervisor,activity_code,wbs_code,wbs_name,qty_executed,unit,manpower_cost,equipment_cost,manpower_lines,equipment_lines,remarks
2026-01-24,ismaila,1,1.0,Preliminaries,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,sohail,1,1.0,Preliminaries,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,akmishra,1.1,1.1,Site Establishment,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,ismaila,1.1,1.1,Site Establishment,0.010,cu.m.,0,3000.00,0,1,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,kbarman,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,parvaiz,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,saiffuddin,1.1,1.1,Site Establishment,8.000,m,1500.00,10000.00,1,1,
2026-01-24,vijaykumar,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,kbarman,13.1.7(ix)a,13.0,Drainage,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,kbarman,13.1.7(ix)b,13.0,Drainage,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,manzar,13.1.7(ix)b,13.0,Drainage,72.000,lin.m.,5600.00,0,1,0,
2026-01-24,sohail,13.1.7(ix)b,13.0,Drainage,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,manzar,13.1.7(ix)b1,13.0,Drainage,36.000,sq.m.,6100.00,0,2,0,
2026-01-24,manzar,13.1.7(ix)b2,13.0,Drainage,17.000,cu.m.,4800.00,0,1,0,
2026-01-24,kbarman,18.3.6(i),18.3,Bituminous Layers,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,parvaiz,18.3.6(i),18.3,Bituminous Layers,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,ismaila,2.3.6(i),2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,kbarman,2.3.6(i),2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,akmishra,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,illayaraja,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,ismaila,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,705.000,cu.m.,0,8000.00,0,2,
2026-01-24,kbarman,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,parvaiz,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,saiffuddin,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,m,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,vijaykumar,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,vpgupta,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,illayaraja,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,ismaila,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,1100.000,cu.m.,500.00,16000.00,1,2,
2026-01-24,kbarman,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,saiffuddin,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,800.000,cu.m.,3000.00,25000.00,2,3,
2026-01-24,vijaykumar,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,akmishra,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,illayaraja,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,250.000,Sqm,2000.00,11000.00,1,2,
2026-01-24,kbarman,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,parvaiz,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,vijaykumar,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,illayaraja,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,ismaila,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,kbarman,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,parvaiz,2.4.6(i),2.4,Pile Cap,180.000,lin.m.,4500.00,25500.00,2,5,
2026-01-24,saiffuddin,2.4.6(i),2.4,Pile Cap,25.000,cu.m.,1500.00,8000.00,1,2,
2026-01-24,sanjar,2.4.6(i),2.4,Pile Cap,0.010,trip,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,akmishra,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,illayaraja,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,sanjar,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,illayaraja,2.6.6(i),2.6,Pier,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,ismaila,2.6.6(i),2.6,Pier,256.000,cu.m.,2200.00,23500.00,2,4,
2026-01-24,kbarman,2.6.6(i),2.6,Pier,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,parvaiz,2.6.6(i),2.6,Pier,0.010,m,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,illayaraja,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,kbarman,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,parvaiz,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,illayaraja,3.2.6 (ii),3.2,Concrete RCC,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,kbarman,3.2.6 (ii),3.2,Concrete RCC,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,parvaiz,3.2.6 (ii),3.2,Concrete RCC,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,kbarman,3.2.6 (ii)a,3.2,Concrete RCC,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,illayaraja,3.3.6 (ii),3.3,Pre-stressed Members,270.000,cu.m.,0,5500.00,0,2,
2026-01-24,ismaila,3.3.6 (ii),3.3,Pre-stressed Members,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,illayaraja,3.3.6 (ii)a,3.3,Pre-stressed Members,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,illayaraja,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,kbarman,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,manzar,5.1.7 (iii),5.1,Bearings,63.000,kg.,2700.00,0,1,0,
2026-01-24,parvaiz,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,sohail,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,manzar,5.1.7 (iii)a,5.1,Bearings,1.000,sq.m.,5600.00,0,1,0,
2026-01-24,sohail,5.1.7 (iii)a,5.1,Bearings,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,sohail,5.2.6 (ii),5.2,Expansion Joints,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,manzar,5.2.6 (ii)a,5.2,Expansion Joints,1.000,Nos,3600.00,6000.00,1,1,
2026-01-24,sohail,5.2.6 (ii)a,5.2,Expansion Joints,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,manzar,9.1.6 (iii),9.0,Approach Slab,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,illayaraja,9.1.6(ii),9.0,Approach Slab,350.000,cu.m.,2500.00,21500.00,1,5,
2026-01-24,kbarman,9.1.6(ii),9.0,Approach Slab,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,manzar,9.1.6(ii),9.0,Approach Slab,0.010,Nos,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-24,sohail,9.1.6(ii),9.0,Approach Slab,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,ismaila,1,1.0,Preliminaries,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,sohail,1,1.0,Preliminaries,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,akmishra,1.1,1.1,Site Establishment,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,ismaila,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,kbarman,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,parvaiz,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,saiffuddin,1.1,1.1,Site Establishment,5.000,m,1500.00,10000.00,1,1,
2026-01-25,vijaykumar,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,kbarman,13.1.7(ix)a,13.0,Drainage,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,kbarman,13.1.7(ix)b,13.0,Drainage,152.000,lin.m.,1500.00,0,1,0,
2026-01-25,manzar,13.1.7(ix)b,13.0,Drainage,48.000,lin.m.,5600.00,0,1,0,
2026-01-25,sohail,13.1.7(ix)b,13.0,Drainage,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,manzar,13.1.7(ix)b1,13.0,Drainage,3.000,sq.m.,4300.00,0,2,0,
2026-01-25,manzar,13.1.7(ix)b2,13.0,Drainage,48.000,cu.m.,4800.00,0,1,0,
2026-01-25,kbarman,18.3.6(i),18.3,Bituminous Layers,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,parvaiz,18.3.6(i),18.3,Bituminous Layers,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,ismaila,2.3.6(i),2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,kbarman,2.3.6(i),2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,akmishra,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,illayaraja,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,ismaila,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,kbarman,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,parvaiz,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,saiffuddin,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,m,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,vijaykumar,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,vpgupta,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,illayaraja,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,ismaila,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,kbarman,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,saiffuddin,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,650.000,cu.m.,2500.00,30000.00,2,3,
2026-01-25,vijaykumar,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,akmishra,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,illayaraja,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,300.000,Sqm,2000.00,8000.00,1,2,
2026-01-25,kbarman,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,parvaiz,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,vijaykumar,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,illayaraja,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,ismaila,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,kbarman,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,parvaiz,2.4.6(i),2.4,Pile Cap,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,saiffuddin,2.4.6(i),2.4,Pile Cap,425.000,m,1500.00,8000.00,1,2,
2026-01-25,sanjar,2.4.6(i),2.4,Pile Cap,0.010,trip,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,akmishra,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,illayaraja,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,sanjar,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,illayaraja,2.6.6(i),2.6,Pier,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,ismaila,2.6.6(i),2.6,Pier,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,kbarman,2.6.6(i),2.6,Pier,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,parvaiz,2.6.6(i),2.6,Pier,0.010,m,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,illayaraja,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,kbarman,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,parvaiz,2.7.6 (i),2.7,Abutment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,illayaraja,3.2.6 (ii),3.2,Concrete RCC,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,kbarman,3.2.6 (ii),3.2,Concrete RCC,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,parvaiz,3.2.6 (ii),3.2,Concrete RCC,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,kbarman,3.2.6 (ii)a,3.2,Concrete RCC,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,illayaraja,3.3.6 (ii),3.3,Pre-stressed Members,200.000,cu.m.,0,5500.00,0,2,
2026-01-25,ismaila,3.3.6 (ii),3.3,Pre-stressed Members,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,illayaraja,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,kbarman,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,1000.00,5000.00,1,1,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,manzar,5.1.7 (iii),5.1,Bearings,500.000,kg.,1600.00,0,1,0,
2026-01-25,parvaiz,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,sohail,5.1.7 (iii),5.1,Bearings,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,manzar,5.1.7 (iii)a,5.1,Bearings,1.000,sq.m.,5600.00,0,1,0,
2026-01-25,sohail,5.1.7 (iii)a,5.1,Bearings,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,sohail,5.2.6 (ii),5.2,Expansion Joints,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,manzar,5.2.6 (ii)a,5.2,Expansion Joints,1.000,Nos,3600.00,12000.00,1,1,
2026-01-25,sohail,5.2.6 (ii)a,5.2,Expansion Joints,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,manzar,9.1.6 (iii),9.0,Approach Slab,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,illayaraja,9.1.6(ii),9.0,Approach Slab,380.000,cu.m.,2000.00,20500.00,1,4,
2026-01-25,kbarman,9.1.6(ii),9.0,Approach Slab,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,manzar,9.1.6(ii),9.0,Approach Slab,0.010,Nos,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-25,sohail,9.1.6(ii),9.0,Approach Slab,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,ismaila,1,1.0,Preliminaries,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,sohail,1,1.0,Preliminaries,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,akmishra,1.1,1.1,Site Establishment,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,ismaila,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,kbarman,1.1,1.1,Site Establishment,1.000,Km,500.00,5000.00,1,1,
2026-01-26,parvaiz,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,saiffuddin,1.1,1.1,Site Establishment,6.000,m,1500.00,10000.00,1,1,
2026-01-26,vijaykumar,1.1,1.1,Site Establishment,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,kbarman,13.1.7(ix)a,13.0,Drainage,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,kbarman,13.1.7(ix)b,13.0,Drainage,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,manzar,13.1.7(ix)b,13.0,Drainage,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,sohail,13.1.7(ix)b,13.0,Drainage,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,manzar,13.1.7(ix)b1,13.0,Drainage,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,manzar,13.1.7(ix)b2,13.0,Drainage,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,kbarman,18.3.6(i),18.3,Bituminous Layers,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,parvaiz,18.3.6(i),18.3,Bituminous Layers,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,ismaila,2.3.6(i),2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,kbarman,2.3.6(i),2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,akmishra,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,illayaraja,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,400.000,cu.m.,4300.00,4500.00,3,2,
2026-01-26,ismaila,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,kbarman,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,sq.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,parvaiz,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,saiffuddin,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,m,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,vijaykumar,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,vpgupta,2.3.6(i)a,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,illayaraja,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,ismaila,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,1250.000,cu.m.,1000.00,29000.00,1,3,
2026-01-26,kbarman,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,saiffuddin,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,700.000,cu.m.,3000.00,26000.00,2,2,
2026-01-26,vijaykumar,2.3.6(i)b,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,akmishra,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,illayaraja,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,180.000,Sqm,2000.00,8000.00,1,2,
2026-01-26,kbarman,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,parvaiz,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,vijaykumar,2.3.6(i)d,2.3,Bored Cast In-Situ Piling,0.010,Sqm,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,illayaraja,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,ismaila,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,kbarman,2.4.6(i),2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,parvaiz,2.4.6(i),2.4,Pile Cap,0.010,lin.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,saiffuddin,2.4.6(i),2.4,Pile Cap,250.000,sq.m.,0,9000.00,0,2,
2026-01-26,sanjar,2.4.6(i),2.4,Pile Cap,0.010,trip,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,akmishra,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
2026-01-26,illayaraja,2.4.6(i)a,2.4,Pile Cap,0.010,cu.m.,0,0,0,0,Source qty=0 — resource deployment only (idle/no-output day)
